sourcecommonname,documentidentifier,themes,v2tone,persons,v2persons,organizations,v2organizations
biobiochile.cl,http://www.biobiochile.cl/noticias/ciencia-y-tecnologia/moviles-y-computacion/2016/10/12/apple-y-samsung-protagonizaron-nuevo-duelo-ante-la-suprema-corte-estadounidense.shtml,TAX_ETHNICITY;TAX_ETHNICITY_AMERICANS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;UNGP_CRIME_VIOLENCE;ARMEDCONFLICT;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;SCIENCE;SOC_INNOVATION;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP;WB_1917_INTELLECTUAL_PROPERTY;WB_377_FIRM_INNOVATION_PRODUCTIVITY_AND_GROWTH;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;EPU_ECONOMY_HISTORIC;MEDIA_SOCIAL;EDUCATION;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;PROPERTY_RIGHTS;WB_1907_PERSONAL_PROPERTY_RIGHTS;TAX_FNCACT_SPECIALIST;TRIAL;TAX_FNCACT_LAWYER;CRISISLEX_CRISISLEXREC;TAX_FNCACT_JUDGES;,"0.325203252032521,4.71544715447155,4.39024390243902,9.10569105691057,19.6747967479675,0.650406504065041,573",seth waxman;matthew siegal;kathleen sullivan,"Seth Waxman,2937;Matthew Siegal,2434;Kathleen Sullivan,2822",google;technology apple;supreme court americans apple;united states;supreme court;samsung;supreme court americans;facebook,"Google,2142;Technology Apple,89;Supreme Court Americans Apple,159;United States,247;Supreme Court,60;Supreme Court,143;Supreme Court,215;Supreme Court,891;Supreme Court,973;Supreme Court,2058;Samsung,16;Samsung,99;Samsung,169;Samsung,774;Samsung,1174;Samsung,1426;Samsung,1907;Samsung,2068;Samsung,2629;Samsung,2845;Samsung,2967;Supreme Court Americans,70;Supreme Court Americans,153;Facebook,2153"
etfdailynews.com,http://etfdailynews.com/2016/10/12/apple-suppliers-sept-revenues-show-weak-iphone-7-demand/,TAX_ETHNICITY;TAX_ETHNICITY_TAIWANESE;TAX_FNCACT;TAX_FNCACT_ANALYST;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;ECON_EARNINGSREPORT;WB_698_TRADE;UNGP_FORESTS_RIVERS_OCEANS;,"-1.1070110701107,0.922509225092251,2.02952029520295,2.9520295202952,20.1107011070111,1.1070110701107,509",jeff pu,"Jeff Pu,615",samsung;catcher technology;apple inc;nasdaq,"Samsung,1179;Catcher Technology,1623;Apple Inc,181;Nasdaq,189"
cnet.com,https://www.cnet.com/uk/news/apple-unveils-redesigned-london-store/,TAX_FNCACT;TAX_FNCACT_ARCHITECTS;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;TAX_FNCACT_CHIEF;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;TAX_FNCACT_OFFICIAL;USPEC_UNCERTAINTY1;CRISISLEX_C07_SAFETY;EPU_ECONOMY_HISTORIC;,"2.45478036175711,3.10077519379845,0.645994832041344,3.74677002583979,24.6770025839793,0.775193798449612,720",wendy beckman;rafe bertram,"Wendy Beckman,1623;Rafe Bertram,2715",apple store in europe;london department,"Apple Store In Europe,488"
macworld.com,http://www.macworld.com/article/3130664/ios/like-clockwork-samsung-s-problems-are-always-bad-news-for-apple.html,TAX_FNCACT;TAX_FNCACT_SEAMAN;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_WORLDINSECTS;TAX_WORLDINSECTS_WEEVILS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEAR;TAX_WORLDINSECTS_WEEVIL;AFFECT;EPU_ECONOMY_HISTORIC;MEDIA_MSM;EPU_CATS_MIGRATION_FEAR_FEAR;,"-2.99625468164794,1.31086142322097,4.30711610486891,5.61797752808989,23.7827715355805,2.05992509363296,445",jennifer booton,"Jennifer Booton,299",samsung;bloomberg;apple inc,"Samsung,24;Samsung,212;Samsung,320;Samsung,881;Samsung,1390;Samsung,1775;Samsung,2212;Samsung,2547;Bloomberg,2519;Apple Inc,1045"
indianagazette.com,"https://www.indianagazette.com/news/reg-national-world/wells-fargo-ceo-out-as-bank-grapples-with-sales-scandal,25148825/",TAX_FNCACT;TAX_FNCACT_CEO;SCANDAL;EPU_ECONOMY_HISTORIC;TAX_FNCACT_WRITER;RETIREMENTS;TAX_FNCACT_CHAIRMAN;ECON_STOCKMARKET;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_CHIEF_OPERATING_OFFICER;TAX_FNCACT_DIRECTOR;TAX_FNCACT_REGULATORS;TAX_FNCACT_EMPLOYEES;WB_1254_INTERNET_BANKING;WB_371_BRANCHLESS_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_363_FINANCIAL_INCLUSION;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_2372_AUTHENTICATION_AND_AUTHORIZATION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_VETERAN;CRISISLEX_CRISISLEXREC;DEMOCRACY;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;USPEC_POLITICS_GENERAL1;RESIGNATION;LEADER;TAX_FNCACT_LAWMAKER;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_DEMOCRAT;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_EXECUTIVE;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1234_BANKING_INSTITUTIONS;WB_1236_COMMERCIAL_BANKING;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_DIRECTORS;WB_698_TRADE;NATURAL_DISASTER;NATURAL_DISASTER_FLOODWATER;TAX_FNCACT_CHILDREN;WB_137_WATER;,"-4.31754874651811,1.81058495821727,6.12813370473538,7.93871866295265,26.0445682451253,0.696378830083565,630",sherrod brown;anita van beveren;elizabeth warren;tim sloan;marcy gordon;john stumpf;van beveren;stephen sanger;carrie tolstedt;richard shelby,"Sherrod Brown,2587;Anita Van Beveren,3757;Elizabeth Warren,2133;Tim Sloan,633;Marcy Gordon,3640;John Stumpf,250;Van Beveren,3757;Van Beveren,4079;Stephen Sanger,742;Carrie Tolstedt,2977;Richard Shelby,2533",bank grapples wit wells fargo;senate banking committee;wells fargo,"Bank Grapples Wit Wells Fargo,111;Senate Banking Committee,2189;Senate Banking Committee,2509;Wells Fargo,70;Wells Fargo,111;Wells Fargo,224;Wells Fargo,597;Wells Fargo,720;Wells Fargo,842;Wells Fargo,1666;Wells Fargo,2725;Wells Fargo,3469"
appledaily.com.tw,http://home.appledaily.com.tw/article/realtimenews/20161013/967123/rtn/%E3%80%90%E9%A4%8A%E8%9A%8A%E7%89%87%E3%80%91%E9%8A%80%E8%A1%8C%E6%95%B4%E4%BD%B5%E6%92%A4%E5%BA%97%E3%80%80%E7%A9%BA%E7%BD%AE%E5%BA%97%E9%9D%A2%E6%B2%92%E4%BA%BA%E6%95%A2%E7%A7%9F,EPU_ECONOMY_HISTORIC;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_410_BUSINESS_LAW_AND_REGULATION;WB_368_LEASING;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;TAX_FNCACT;TAX_FNCACT_SPOKESPERSON;EPU_POLICY_REGULATION;EPU_CATS_REGULATION;CRISISLEX_C07_SAFETY;TAX_FNCACT_TENANT;TAX_FNCACT_LANDLORD;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;ECON_HOUSING_PRICES;WB_904_HOUSING_MARKETS;WB_817_LAND_AND_HOUSING;WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS;WB_699_URBAN_DEVELOPMENT;TAX_FNCACT_KING;,"-2.49110320284698,1.77935943060498,4.27046263345196,6.04982206405694,37.7224199288256,0,271",zhang xulan,"Zhang Xulan,1002;Zhang Xulan,1362",bank charity branch;bank a taiwan branch;bank branch;apple may bank,"Bank Charity Branch,743;Bank A Taiwan Branch,604;Bank Branch,884;Apple May Bank,81"
macleans.ca,http://www.macleans.ca/economy/glenn-gould-offers-lessons-for-apple-and-ottawa-on-innovation/,SCIENCE;SOC_INNOVATION;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;EDUCATION;TAX_FNCACT;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_ETHNICITY;TAX_ETHNICITY_CHOPS;TAX_FNCACT_EXECUTIVES;TAX_ETHNICITY_CANADIAN;TAX_FNCACT_PIANIST;KILL;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;TAX_FNCACT_MANAGERS;TAX_FNCACT_CEO;PROTEST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;UNGP_FORESTS_RIVERS_OCEANS;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST_SCHOOL;EPU_POLICY;EPU_POLICY_POLITICAL;IDEOLOGY;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1042_TRADEMARKS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;TAX_FNCACT_AUTHOR;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_BAINS;CRISISLEX_T11_UPDATESSYMPATHY;TAX_DISEASE;TAX_DISEASE_TUMOUR;TERROR;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_EXECUTIVE;TRIAL;SOC_GENERALCRIME;TAX_WORLDMAMMALS_HUMANS;TAX_FNCACT_ARCHITECT;TAX_FNCACT_LANDSCAPE_ARCHITECT;LEGISLATION;EPU_POLICY_LAW;TAX_ETHNICITY_GERMAN;TAX_WORLDLANGUAGES_GERMAN;TAX_FNCACT_COMPOSER;TAX_FNCACT_INTERVIEWER;TAX_FNCACT_PRODUCER;MEDIA_SOCIAL;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_MAN;MEDIA_MSM;TAX_FNCACT_LANDLORDS;TOURISM;TAX_FNCACT_TOURISTS;TAX_FNCACT_TENANTS;ECON_TAXATION;EPU_POLICY_TAX;EPU_CATS_TAXES;EPU_POLICY_POLICY;WB_1121_TAXATION;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;WB_445_FISCAL_POLICY;WB_983_TAX_POLICY;ECON_STOCKMARKET;,"2.33029381965552,4.00202634245187,1.67173252279635,5.67375886524823,15.9574468085106,0.405268490374873,1691",taylor swift;joel podolny;lou reed;bob ezrin;kanye west;steve jobs;joshua cohen;johann sebastian;glenn gould;walter isaacson;navdeep bains;frederick law olmsted;justin trudeau,"Taylor Swift,7612;Joel Podolny,5716;Lou Reed,7597;Bob Ezrin,7521;Kanye West,7752;Steve Jobs,162;Steve Jobs,1437;Steve Jobs,3704;Joshua Cohen,999;Johann Sebastian,2730;Glenn Gould,12;Glenn Gould,112;Glenn Gould,872;Glenn Gould,4663;Walter Isaacson,3807;Navdeep Bains,4963;Frederick Law Olmsted,6683;Justin Trudeau,306",google;los angeles times;reed college in portland;twitter;glenn gould foundation;rotman school of management;university of toronto;apple university;apple inc;stanford university,"Google,9656;Google,9894;Reed College In Portland,8303;Twitter,7707;Glenn Gould Foundation,4674;Rotman School Of Management,2473;University Of Toronto,2427;Apple University,203;Apple University,1050;Apple University,5693;Apple University,9842;Apple Inc,349"
benzinga.com,http://www.benzinga.com/news/16/10/8568124/the-french-target-fang-stocks-apple-with-new-tax-proposal,TAX_ETHNICITY;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;ECON_STOCKMARKET;ECON_TAXATION;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_TAX;EPU_CATS_TAXES;LEADER;TAX_FNCACT;TAX_FNCACT_LAWMAKERS;USPEC_POLITICS_GENERAL1;EPU_POLICY_LAWMAKERS;MEDIA_SOCIAL;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;EPU_ECONOMY_HISTORIC;AFFECT;TAX_FNCACT_LAWMAKER;LEGISLATION;EPU_POLICY_LAW;GENERAL_GOVERNMENT;UNGP_FORESTS_RIVERS_OCEANS;,"-6.42570281124498,0.401606425702811,6.82730923694779,7.2289156626506,16.4658634538153,0,214",karine berger;bruno le roux;le figaro,"Karine Berger,712;Bruno Le Roux,762;Le Figaro,266",google;facebook inc;apple inc;alphabet inc;netflix inc;nasdaq,"Google,332;Facebook Inc,386;Apple Inc,410;Alphabet Inc,296;Nasdaq,303;Nasdaq,317;Nasdaq,364;Nasdaq,393;Nasdaq,418;Nasdaq,659"
wccftech.com,http://wccftech.com/apple-car-company-shifts-software/,MANMADE_DISASTER_IMPLIED;KILL;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;EPU_ECONOMY_HISTORIC;USPEC_UNCERTAINTY1;TAX_FNCACT;TAX_FNCACT_ENGINEERS;TAX_FNCACT_EXECUTIVES;TAX_FNCACT_DRIVER;MEDIA_SOCIAL;,"0,2.2271714922049,2.2271714922049,4.4543429844098,22.271714922049,1.11358574610245,415",mercedez benz,"Mercedez Benz,2064",bloomberg;company shifts to just software apple;twitter;facebook,"Bloomberg,484;Bloomberg,1632;Company Shifts To Just Software Apple,64;Twitter,2569;Facebook,2588"
azcentral.com,http://www.azcentral.com/story/tech/columnist/baig/2016/10/24/s-time-apple-upgrade-those-aging-macs/92529126/,SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;EPU_ECONOMY_HISTORIC;UNGP_FORESTS_RIVERS_OCEANS;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_FNCACT;TAX_FNCACT_ANALYST;WB_678_DIGITAL_GOVERNMENT;WB_2947_OPERATING_SYSTEMS;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_694_BROADCAST_AND_MEDIA;INFO_RUMOR;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_167_PORTS;TAX_ECON_PRICE;TAX_FNCACT_DIRECTOR;TAX_FNCACT_RESEARCH_DIRECTOR;SCIENCE;SOC_INNOVATION;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_DRIVERS;TAX_FNCACT_COLUMNIST;MEDIA_SOCIAL;,"1.49393090569561,2.61437908496732,1.12044817927171,3.73482726423903,20.4481792717087,0.466853408029879,916",avi greengart;mikako kitagawa,"Avi Greengart,2835;Mikako Kitagawa,1271",macintosh;linkedin;twitter;gartner;apple computer;united states;microsoft,"Macintosh,102;Linkedin,5891;Twitter,5864;Gartner,1247;Gartner,3034;Apple Computer,772;United States,5816;Microsoft,1967;Microsoft,2082"
learnbonds.com,http://learnbonds.com/131785/apple-iphone7-explodes-australia/,DISASTER_FIRE;MANMADE_DISASTER_IMPLIED;CRISISLEX_CRISISLEXREC;CRISISLEX_T01_CAUTION_ADVICE;ECON_STOCKMARKET;NATURAL_DISASTER;NATURAL_DISASTER_WILDFIRE;TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_FNCACT_RESEARCH_ANALYST;EPU_ECONOMY_HISTORIC;TAX_FNCACT_ANALYSTS;TAX_FNCACT_COOK;,"-4.36590436590437,0.623700623700624,4.98960498960499,5.61330561330561,23.2848232848233,0.207900207900208,443",angelo zino;muhammad nadeem;tim cook,"Angelo Zino,2294;Muhammad Nadeem,117;Tim Cook,2579",samsung;apple inc;nasdaq,"Samsung,291;Samsung,1089;Samsung,1323;Samsung,1531;Samsung,1760;Samsung,2043;Samsung,2082;Samsung,2158;Samsung,2225;Samsung,2315;Apple Inc,129;Apple Inc,1953;Nasdaq,137;Nasdaq,1961"
thezimbabwemail.com,http://thezimbabwemail.com/scie-tech-9272-apple-pay-launches-in-britain-with-hiccups.html,WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES;WB_828_ELECTRONIC_PAYMENTS;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_358_RETAIL_PAYMENTS;TAX_DISEASE;TAX_DISEASE_FINGERPRINTS;DELAY;USPEC_UNCERTAINTY1;PUBLIC_TRANSPORT;WB_135_TRANSPORT;GENERAL_HEALTH;EPU_ECONOMY_HISTORIC;ALLIANCE;CRISISLEX_C07_SAFETY;WB_281_ICT_INDUSTRY_AND_SERVICES;WB_2424_ICT_AND_FINANCIAL_SECTOR;WB_2420_ICT_FOR_JOBS;WB_827_MOBILE_MONEY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;TAX_FNCACT;TAX_FNCACT_OPERATOR;UNREST_BELLIGERENT;MEDIA_MSM;MEDIA_SOCIAL;TAX_FNCACT_SPOKESPERSON;TAX_FNCACT_INVESTOR;TAX_FNCACT_ADVERTISERS;TAX_FNCACT_CHIEF;,"0,2.25165562913907,2.25165562913907,4.50331125827815,21.4569536423841,0,680",forbes africa;strive masiyiwa,"Forbes Africa,3166;Strive Masiyiwa,3127",facebook inc;waitrose;walgreens boots alliance;united states;facebook;apple inc;barclays;twitter inc;microsoft corp bing,"Facebook Inc,3586;Facebook Inc,3805;Facebook Inc,4034;Waitrose,1761;Walgreens Boots Alliance,1682;United States,442;United States,2876;United States,3559;United States,4019;Facebook,3582;Facebook,3773;Facebook,3801;Facebook,4030;Apple Inc,4459;Barclays,955;Twitter Inc,3299;Microsoft Corp Bing,3641"
hindustantimes.com,http://www.hindustantimes.com/business-news/apple-stock-hits-highest-since-december-on-samsung-note-7-fire-crisis/story-FUBrTsjNN0ToKA5wEMZsXN.html,ECON_STOCKMARKET;CRISISLEX_CRISISLEXREC;CRISISLEX_C04_LOGISTICS_TRANSPORT;CRISISLEX_T01_CAUTION_ADVICE;WB_698_TRADE;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_ANALYST;,"-2.07715133531157,2.07715133531157,4.15430267062314,6.23145400593472,21.9584569732938,0.29673590504451,313",kulbinder garcha,"Kulbinder Garcha,1255",samsung electronics co ltd;google;credit suisse;samsung;t inc;verizon communications inc;apple inc;alphabet inc;co inc,"Samsung Electronics Co Ltd,200;Google,1642;Credit Suisse,1230;Samsung,53;Samsung,181;Samsung,468;Samsung,625;Samsung,659;Samsung,1750;T Inc,935;Verizon Communications Inc,924;Apple Inc,82;Alphabet Inc,1662;Co Inc,1017"
investingnews.com,http://investingnews.com/daily/tech-investing/mobile-web-investing/apple-stocks-soar-on-samsung-note-7-fire-crisis/,ECON_STOCKMARKET;WB_698_TRADE;CRISISLEX_C04_LOGISTICS_TRANSPORT;EPU_ECONOMY_HISTORIC;,"-3.59281437125748,0.598802395209581,4.19161676646707,4.79041916167665,18.562874251497,1.19760479041916,160",,,samsung;samsung electronics;apple inc;nasdaq,"Samsung,158;Samsung,450;Samsung,494;Samsung Electronics,170;Apple Inc,46;Nasdaq,63"
footwearnews.com,http://footwearnews.com/2016/fashion/designers/apple-samsung-case-lawsuit-supreme-court-ruling-fashion-industry-impact-269159/,EPU_ECONOMY_HISTORIC;ARMEDCONFLICT;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TRIAL;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;TAX_FNCACT;TAX_FNCACT_ANALYSTS;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SUPPORTERS;WB_698_TRADE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1042_TRADEMARKS;,"-0.161290322580646,4.51612903225806,4.67741935483871,9.19354838709677,25.3225806451613,0.161290322580645,560",alber elbaz;calvin klein;alexander wang,"Alber Elbaz,380;Calvin Klein,366;Alexander Wang,351",samsung electronics co;fairchild publishing;supreme court;samsung;u s supreme court;penske business media;supreme court on aug;apple inc,"Samsung Electronics Co,170;Fairchild Publishing,3384;Fairchild Publishing,3506;Supreme Court,494;Supreme Court,1477;Supreme Court,1720;Supreme Court,3143;Samsung,20;Samsung,155;Samsung,585;Samsung,824;Samsung,964;Samsung,1108;Samsung,1169;Samsung,2295;Samsung,2391;Samsung,2527;Samsung,2628;Samsung,2886;Penske Business Media,3430;Apple Inc,144"
