ï»¿Date,Close,,Open,High,Low,Volume
3/15/16,97.86,,97.87,98.51,96.43,9691768
3/16/16,99.35,,97.53,99.73,97.5,12598569
3/17/16,99.72,,99.05,101.39,99,13755028
3/18/16,101.12,,100.5,102.41,100.01,15437295
3/21/16,101.06,,101.15,102.1,99.5,9562862
3/22/16,99.84,,100.48,101.52,99.2,9039475
3/23/16,99.59,,99.75,100.39,98.81,8292315
3/24/16,98.36,,98.64,98.85,97.07,10646907
3/28/16,101.21,,98.34,101.44,97.82,12407400
3/29/16,104.13,,101.08,104.33,101,15950603
3/30/16,102.19,,104.65,104.91,101.48,14692419
3/31/16,102.23,,102.43,103.53,101.05,9742175
4/1/16,105.7,,102.93,105.79,102.47,14169471
4/4/16,104.35,,105.9,105.92,103.2,10921045
4/5/16,104.94,,103.47,105.75,103.25,10034429
4/6/16,104.83,,105.3,106.44,104.25,9585918
4/7/16,104.45,,104.31,106.44,103.6,10735092
4/8/16,103.81,,105.12,105.33,102.82,7835963
4/11/16,102.68,,104.04,104.98,102.62,7436173
4/12/16,106.98,,103.15,107.22,102.21,12310238
4/13/16,109.65,,108,111.28,107.88,16683395
4/14/16,110.42,,110.01,111.64,109.15,9532477
4/15/16,111.51,,110.64,111.85,109.78,11722365
4/18/16,108.4,,109.9,110.7,106.02,27002576
4/19/16,94.34,-12.97%,99.49,101.37,94.2,55623936
4/20/16,96.77,,94.34,96.98,93.14,25633630
4/21/16,94.98,,97.31,97.38,94.78,19859384
4/22/16,95.9,,94.85,96.69,94.21,15785952
4/25/16,93.56,-13.69%,95.7,95.75,92.8,14965457
4/26/16,92.43,,93.5,93.55,91.25,15234646
4/27/16,91.04,,92.18,92.5,90.21,12164840
4/28/16,90.28,,91.5,92.67,90.09,11435585
4/29/16,90.03,,90.5,90.56,88.21,13941034
5/2/16,93.11,-14.11%,90.41,93.22,89.89,12515692
5/3/16,91.54,,92.08,93.25,91.3,10570444
5/4/16,90.79,,91,92.16,90.35,7356797
5/5/16,89.37,,90.91,92.08,89.25,10339331
5/6/16,90.84,,88.83,90.88,88.11,10427623
5/9/16,90.54,,90.73,91.83,89.9,9534969
5/10/16,92.89,,91.14,93.25,91.09,11164219
5/11/16,90.02,,92.4,92.59,89.9,11667745
5/12/16,87.74,,90.32,90.41,85.74,20231264
5/13/16,87.88,,87.39,88.59,86.26,11549822
5/16/16,89.12,,87.56,90,86.15,11235881
5/17/16,88.63,,89,90.87,88.17,11559017
5/18/16,90.5,,88.25,91.72,88.25,13878745
5/19/16,89.55,,90.16,91.27,88.3,11441277
5/20/16,92.49,,90.08,93.28,89.98,15002485
5/23/16,94.89,,92.98,95.29,92.85,13962664
5/24/16,97.89,,95.98,99.14,95.75,21225152
5/25/16,100.2,,99,100.31,98.3,15142865
5/26/16,102.81,,103.21,104,101.38,17791364
5/27/16,103.3,,102.44,103.5,101.44,9078291
5/31/16,102.57,,102.95,103.45,102.13,8725656
6/1/16,101.51,,101.5,101.92,100.16,8393380
6/2/16,101.25,,101.39,102.15,100.77,7992448
6/3/16,99.59,,100.99,101,98.53,9223994
6/6/16,100.74,,100.29,101.07,99.72,6828128
6/7/16,99.89,,101.2,101.63,99.77,6474742
6/8/16,97.86,,100.02,100.28,97.6,9423938
6/9/16,97.09,,97.22,98.43,96.66,8923803
6/10/16,93.75,,94.88,95.35,93.28,12907900
6/13/16,93.85,,95.02,97.2,93.62,13484345
6/14/16,94.12,,94.16,95.8,93.27,9480388
6/15/16,94.29,,94.61,95.46,93.5,7675449
6/16/16,95.44,,94.18,95.56,93.25,7550774
6/17/16,94.45,,95.75,95.77,94.2,8046841
6/20/16,93.8,,95.22,95.88,93.65,9026376
6/21/16,90.99,,93.87,93.88,90.77,15199727
6/22/16,90.01,,90.78,91.98,89.77,9454685
6/23/16,91.66,,90.62,91.68,88.15,10819033
6/24/16,88.44,,87.53,90.49,87.21,11248582
6/27/16,85.33,,87.88,88,84.81,13775706
6/28/16,87.97,,87.41,88.88,86.41,11545631
6/29/16,91.06,,89.67,91.97,88.7,11687079
